AreaManagerId,FareCalculationCode,StartDateFarePart,StartDurationFarePart,EndDurationFarePart,AmountFarePart,StepSizeFarePart,EndDateFarePart,AmountCumulative
995,GAR03,20131009,0,999999,6.50000000,720,29991231,0.00000000
301,TAR03,20130128,0,999999,0.03500000,1,20190101,0.00000000
2062,GAR08,20140722,0,999999,30.00000000,1440,29991231,0.00000000
58,TAR02,20120704,0,999999,0.70000000,30,20140101,0.00000000
268,TER01,20131002,0,999999,2.45000000,60,20141022,0.00000000
2448,GAR28,20131122,0,999999,8.55000000,1440,29991231,0.00000000
268,TAR03,20140101,0,999999,0.04166667,1,29991231,0.00000000
307,TAR02,20190101,0,999999,0.03666667,1,20200101,0.00000000
80,GAR05,20140101,0,999999,3.50000000,1440,29991231,0.00000000
356,TAR02,20190201,0,999999,0.03000000,1,29991231,0.00000000
984,TAR02,20120502,0,999999,0.20450000,10,20130101,0.00000000
353,TAR03,20190318,0,999999,0.03333333,1,20200101,0.00000000
503,TAR06,20131204,0,60,0.00000000,60,20140101,0.00000000
353,TAR04,20200101,0,999999,0.04583333,1,29991231,0.00000000
2582,TER01,20200720,600,1440,15.00000000,840,29991231,20.00000000
177,DAG01,20120501,0,999999,4.00000000,720,20120502,0.00000000
612,TAR01,20121025,0,999999,0.07500000,2,20130501,0.00000000
297,TAR01,20140101,0,999999,1.08000000,60,29991231,0.00000000
307,TAR04,20110101,0,60,0.03000000,1,20120928,0.00000000
153,TAR2,20101001,120,9999,0.00000000,1,20120101,4.40000000
297,TAR02,20140101,0,999999,1.34000000,60,29991231,0.00000000
569,NULL,20120420,0,999999,0.00000000,1,29991231,0.00000000
2460,GAR30,20131113,120,999999,2.00000000,60,29991231,0.00000000
394,HFD_ZONEB,20130626,60,120,0.01821500,1,20131001,0.68340000
344,TAR02,20130101,0,999999,0.04400000,1,20140101,0.00000000
994,TAR02,20130702,0,999999,0.02833333,1,29991231,0.00000000
222,TAR08,20131024,0,999999,9.00000000,720,29991231,0.00000000
373,DAGKAART5E,20130320,0,999999,5.00000000,540,20131230,0.00000000
34,DAG02,20120330,0,999999,24.40000000,1020,20130101,0.00000000
928,TAR03,20190425,60,999999,0.01666667,1,29991231,0.00000000
928,TAR04,20190425,0,999999,5.00000000,720,29991231,0.00000000
928,TAR03,20190425,0,60,0.00000000,1,29991231,0.00000000
356,TAR09,20131017,0,999999,4.30000000,600,20190201,0.00000000
2486,GAR_02,20200720,0,999999,20.00000000,1080,29991231,0.00000000
299,NULL,20120316,0,999999,0.00000000,1,29991231,0.00000000
957,TAR08,20131018,0,999999,5.20000000,660,29991231,0.00000000
394,HFD_NS,20130625,0,999999,0.00506300,1,20130626,0.00000000
718,GAR03,20140101,38,999999,0.80000000,60,29991231,0.50000000
2453,TAR01,20130917,0,60,1.20000000,60,29991231,0.00000000
858,TAR04,20131017,0,999999,3.00000000,1440,20131018,0.00000000
356,TAR04,20131017,0,999999,0.90000000,60,20190201,0.00000000
150,TAR05,20140101,0,999999,0.04166667,1,29991231,0.00000000
307,TAR01,20200101,0,999999,0.04583333,1,29991231,0.00000000
307,DAG01,20140101,0,999999,7.00000000,1440,20150101,0.00000000
14,GEENTAR,20130917,0,999999,0.00000000,1,29991231,0.00000000
394,HFD_B_WK,20130626,0,999999,74.75000000,10080,20131006,0.00000000
1895,TAR01,20120608,1,60,0.01271186,1,29991231,0.05000000
861,TAR01,20120327,0,6,0.10000000,6,20120402,0.00000000
2062,405_DK01,20131021,0,999999,6.10000000,780,29991231,0.00000000
307,DAG01,20200101,0,999999,7.65000000,1440,29991231,0.00000000
344,TAR02,20111118,0,999999,0.04250000,1,20120101,0.00000000
2463,GAR03,20131115,0,999999,1.00000000,60,29991231,0.00000000
988,GAR02,20131001,0,600,1.10000000,60,20141027,0.00000000
222,TAR11,20131024,0,999999,0.00000000,60,29991231,0.00000000
2062,DAGK13E,20130917,0,999999,13.00000000,1440,29991231,0.00000000
2463,GAR06,20131115,0,999999,20.00000000,1440,29991231,0.00000000
268,DAG02,20131002,0,999999,12.00000000,1440,20140101,0.00000000
353,TAR04,20190318,0,999999,0.02250000,1,20200101,0.00000000
164,TAR09,20130103,0,180,0.03166667,1,29991231,0.00000000
2449,GAR42,20140901,0,999999,5.00000000,60,29991231,0.00000000
2449,GAR32,20131108,0,999999,24.00000000,1440,29991231,0.00000000
748,TAR01,20120620,0,999999,0.19000000,10,20120710,0.00000000
177,REG01,20120501,0,999999,0.10000000,8,29991231,0.00000000
307,TAR04,20180101,0,999999,0.03583333,1,20180614,0.00000000
307,TAR04,20200101,0,999999,0.03500000,1,29991231,0.00000000
344,TAR01,20111014,0,999999,0.06966666,1,20120101,0.00000000
505,TAR7861,20130314,240,999999,0.50000000,60,20130320,2.00000000
353,TAR03,20200101,0,999999,0.04583333,1,29991231,0.00000000
344,TAR01,20140101,0,999999,0.07350000,1,20150101,0.00000000
355,GAR02,20130927,0,999999,4.00000000,144,20131002,0.00000000
2449,TER13,20131107,0,15,0.00000000,15,29991231,0.00000000
424,DAG02,20130101,0,999999,7.20000000,720,29991231,0.00000000
222,TAR03,20200803,0,999999,0.02500000,1,29991231,0.00000000
796,TAR_B,20180101,0,999999,0.03500000,1,20190101,0.00000000
2462,TER01,20131114,20,30,0.50000000,10,29991231,0.00000000
118,TAR01,20190101,0,999999,0.02833333,1,29991231,0.00000000
268,TAR05,20141022,0,999999,0.00000000,1,29991231,0.00000000
203,TAR04,20120905,30,45,0.00666667,1,20120925,0.15000000
983,TAR02,20120710,0,999999,0.10000000,2,20130101,0.00000000
2062,GAR07,20140722,0,999999,3.00000000,60,29991231,0.00000000
222,TAR05,20131024,0,999999,2.40000000,60,20200803,0.00000000
17,GAR01,20130930,0,999999,0.50000000,30,20131008,0.00000000
297,TAR01,20121026,0,999999,1.04000000,60,20140101,0.00000000
160,DAG01,20140703,0,999999,5.00000000,1440,29991231,0.00000000
166,TAR03,20120516,0,999999,3.00000000,240,20130101,0.00000000
344,AVK01,20120101,0,999999,15.00000000,360,20130101,0.00000000
222,TAR02,20131024,0,999999,1.20000000,60,20200803,0.00000000
307,GAR03,20191125,0,999999,1.00000000,25,29991231,0.00000000
222,TAR06,20131024,0,999999,3.60000000,720,20200803,0.00000000
74,TAR2,20140715,175,240,0.00000000,1,29991231,3.50000000
1674,TAR03,20120306,0,999999,7.00000000,1440,20130101,0.00000000
307,TAR04,20180614,0,999999,0.03333333,1,20190101,0.00000000
353,TAR04,20140331,0,999999,0.02083333,1,20190318,0.00000000
268,TAR01,20120522,0,999999,0.11750000,3,20140101,0.00000000
1900,TAR04,20131024,8,999999,0.50000000,7,20140731,0.50000000
794,TAR02,20120328,0,999999,0.50000000,15,20120330,0.00000000
505,GAR06,20131218,0,999999,16.00000000,1440,29991231,0.00000000
2449,GAR08,20131107,120,999999,0.80000000,60,20140901,2.40000000
796,TAR_A,20180101,0,999999,0.04333333,1,20190101,0.00000000
1916,NULL,20120321,0,999999,0.00000000,1,29991231,0.00000000
118,DAG01,20190101,0,999999,8.50000000,720,29991231,0.00000000
796,GAR_NORM,20180101,0,999999,0.03833333,1,20190101,0.00000000
356,TAR03,20131017,0,999999,1.60000000,60,20190201,0.00000000
758,GMBG,20200813,0,999999,3.01000000,1440,20200901,0.00000000
2062,GAR01,20130919,0,999999,1.70000000,58,29991231,0.00000000
796,TAR_C,20180101,0,999999,0.02500000,1,20190101,0.00000000
1742,GAR03,20131009,0,999999,7.50000000,900,29991231,0.00000000
861,TAR01,20120327,6,999999,0.06000000,6,20120402,0.10000000
173,TAR01,20120516,120,999999,0.70000000,60,20120717,2.20000000
2582,TER02,20200721,30,60,1.50000000,30,29991231,2.50000000
2459,GAR23,20131112,0,999999,0.50000000,20,29991231,0.00000000
344,TAR03,20111118,0,999999,0.03816667,1,20120101,0.00000000
150,DAG03,20140101,0,999999,6.50000000,660,29991231,0.00000000
2449,TAR01,20130918,120,999999,1.00000000,60,29991231,2.00000000
1900,TAR01,20131024,0,999999,1.00000000,50,20140626,0.00000000
2453,TAR02,20131111,60,999999,0.20000000,5,29991231,2.40000000
200,TAR11,20140101,0,999999,0.00400000,1,20141017,0.00000000
687,GAR01,20131010,0,999999,1.20000000,60,20140101,0.00000000
2450,GAR01,20130916,20,999999,0.20000000,5,20200721,0.00000000
718,GAR01,20140101,0,999999,1.80000000,60,29991231,0.00000000
307,TAR04,20190101,0,999999,0.03416667,1,20200101,0.00000000
14,GAR06,20200721,0,999999,24.00000000,1440,29991231,0.00000000
2463,GAR14,20131111,0,999999,1.00000000,60,29991231,0.00000000
687,GAR03,20131010,0,999999,0.00000000,720,29991231,0.00000000
361,REG10,20130501,0,999999,0.04250000,1,20140201,0.00000000
356,TAR08,20131017,0,999999,8.10000000,660,29991231,0.00000000
2449,GAR08,20131107,0,60,1.40000000,60,20140901,0.00000000
74,STATDON,20130308,240,999999,2.00000000,480,29991231,2.00000000
2463,GAR02,20131115,0,999999,5.00000000,1440,29991231,0.00000000
984,GAR01,20131122,0,999999,1.00000000,47,29991231,0.00000000
2463,GAR08,20131115,0,999999,2.00000000,60,29991231,0.00000000
424,TAR01,20130101,0,5,0.20000000,5,29991231,0.00000000
200,GAR11,20131212,0,999999,9.50000000,540,20140101,0.00000000
166,TAR01,20120516,0,999999,0.10000000,6,20130101,0.00000000
307,GAR01,20191125,0,999999,0.04000000,1,29991231,0.00000000
717,DAG04,20121016,0,999999,5.00000000,600,20140313,0.00000000
361,REG04DAG,20120405,0,999999,3.00000000,660,20130501,0.00000000
202,NULL,20120330,0,999999,0.00000000,1440,29991231,0.00000000
307,TAR05,20180101,0,999999,0.02333333,1,20200101,0.00000000
2062,GAR32,20131105,0,999999,1.00000000,50,29991231,0.00000000
307,GAR05,20191125,480,999999,0.03000000,1,29991231,0.70000000
321,GAR02,20131004,0,999999,9.00000000,780,29991231,0.00000000
307,GAR05,20191125,0,480,0.70000000,480,29991231,0.00000000
58,TAR05,20120704,0,999999,2.00000000,780,20130701,0.00000000
2449,GAR38,20131108,0,999999,0.80000000,60,29991231,0.00000000
2460,GAR12,20131112,0,999999,50.00000000,1440,29991231,0.00000000
2582,TER02,20200721,10,30,2.50000000,20,29991231,0.00000000
938,TAR01,20120503,120,999999,0.03333333,1,29991231,1.50000000
2449,GAR48,20140901,0,999999,1.70000000,30,29991231,0.00000000
14,GAR09,20200721,0,999999,1.00000000,22,29991231,0.00000000
2582,TER02,20200721,60,120,2.00000000,30,29991231,4.00000000
307,TAR05,20200101,0,999999,0.02416667,1,29991231,0.00000000
14,GAR10,20200721,0,999999,21.00000000,1440,29991231,0.00000000
984,NULL,20120502,0,999999,0.00000000,1,29991231,0.00000000
2062,TAR02,20130918,0,999999,1.50000000,60,29991231,0.00000000
2449,GAR35,20131108,0,10,1.00000000,10,20140901,0.00000000
14,GAR08,20200721,0,999999,20.00000000,1440,29991231,0.00000000
118,TAR01,20150217,0,999999,0.02500000,1,20190101,0.00000000
612,TAR02,20121025,0,120,0.10000000,4,20130501,0.00000000
2582,TER04,20200721,60,600,2.00000000,60,29991231,4.00000000
642,TAR7891,20140415,60,120,0.00000000,1,29991231,1.50000000
1708,TAR02,20131018,0,999999,2.00000000,240,29991231,0.00000000
361,REG05,20130222,78,999999,0.00000000,1,20130501,2.98999974
164,TAR08,20120206,0,999999,0.02166000,1,20130101,0.00000000
718,NULL,20120625,0,999999,0.00000000,1,29991231,0.00000000
505,TAR7861,20130314,0,240,2.00000000,240,20130320,0.00000000
505,TAR7843,20130314,0,999999,0.02500000,1,29991231,0.00000000
988,GAR01,20131001,0,999999,1.10000000,60,20141027,0.00000000
173,TAR02,20120516,0,999999,1.00000000,60,20120717,0.00000000
388,NULL,20120606,0,999999,0.00000000,1,29991231,0.00000000
984,TER02,20140101,0,999999,8.90000000,1440,29991231,0.00000000
796,GAR_NORM,20190101,0,999999,0.04000000,1,29991231,0.00000000
677,TAR01,20131021,0,999999,1.30000000,60,29991231,0.00000000
677,TAR04,20190507,0,999999,0.02333333,1,29991231,0.00000000
677,TAR02,20131021,0,999999,1.10000000,60,29991231,0.00000000
677,TAR03,20131021,0,999999,0.80000000,60,29991231,0.00000000
2449,GAR27,20131108,0,999999,1.50000000,60,29991231,0.00000000
356,TAR07,20131017,0,999999,8.85000000,660,29991231,0.00000000
981,DAG01,20120830,0,999999,6.00000000,720,29991231,0.00000000
356,TAR01,20131017,0,999999,1.85000000,60,20190201,0.00000000
2448,GAR12,20131118,0,999999,0.50000000,21,29991231,0.00000000
114,TAR01,20190101,0,999999,0.03389831,1,20200201,0.00000000
2459,GAR26,20131112,150,999999,1.00000000,60,29991231,1.00000000
2582,TER02,20200721,0,10,0.00000000,10,29991231,0.00000000
14,GAR05,20200721,0,999999,1.00000000,18,29991231,0.00000000
2459,TER03,20131111,60,180,1.00000000,60,29991231,0.00000000
114,TAR02,20200201,0,999999,0.03433333,1,29991231,0.00000000
114,TAR01,20200201,0,999999,0.03433333,1,29991231,0.00000000
373,TBREGULIER,20130320,0,999999,0.03000000,1,20140102,0.00000000
2582,TER04,20200721,0,5,0.00000000,5,29991231,0.00000000
392,TAR01,20131017,0,999999,3.25000000,60,29991231,0.00000000
599,TAR04,20140101,0,999999,0.00000000,1,29991231,0.00000000
928,NULL,20120620,0,999999,0.00000000,60,29991231,0.00000000
717,TAR03,20121016,0,999999,0.01500000,1,20140313,0.00000000
2449,GAR29,20131108,0,999999,2.50000000,50,20140901,0.00000000
203,TAR04,20120925,60,999999,0.00450000,1,20121001,0.49999995
597,NULL,20120524,0,999999,0.00000000,1,29991231,0.00000000
363,TC4_COMBI,20050101,0,180,0.10000000,60,29991231,0.00000000
394,HFD_ZONEB,20130626,480,999999,0.05681800,1,20131001,15.41130000
375,TAR05,20191201,0,999999,0.00000000,1,29991231,0.00000000
363,TC7_D0919,20050101,0,999999,6.60000000,600,20140202,0.00000000
855,GAR09,20131008,0,999999,5.00000000,630,29991231,0.00000000
114,TAR02,20190101,0,999999,0.03389831,1,20200201,0.00000000
307,TAR04,20120928,0,999999,0.03000000,1,20130101,0.00000000
203,DAG02,20120905,0,999999,6.00000000,720,29991231,0.00000000
2449,GAR22,20131107,0,999999,9.00000000,1440,29991231,0.00000000
164,TAR03,20120215,0,240,0.02166667,1,20120216,0.00000000
2582,TER04,20200721,30,60,1.50000000,30,29991231,2.50000000
200,TAR08,20140101,0,999999,5.80000000,1440,20141017,0.00000000
2582,TER04,20200721,5,30,2.50000000,25,29991231,0.00000000
34,36030,20190101,0,6,0.07000000,1,29991231,0.00000000
983,TAR04,20120710,0,999999,0.10000000,4,20130101,0.00000000
473,TAR02,20191101,0,120,0.00000000,1,20200301,0.00000000
200,TAR01,20140101,0,999999,0.03833333,1,20141017,0.00000000
344,TAR04,20130101,0,999999,0.03950000,1,20140101,0.00000000
855,TAR08,20131219,0,999999,1.00000000,1440,29991231,0.00000000
713,TER01,20131010,0,999999,0.20000000,12,29991231,0.00000000
928,TAR02,20120620,0,999999,0.60000000,60,20140101,0.00000000
356,TAR03,20190201,0,999999,0.01666667,1,20200301,0.00000000
361,GAR02,20130101,0,999999,2.10000000,1440,20140201,0.00000000
344,TAR04,20120101,0,999999,0.03883333,1,20130101,0.00000000
344,DAG01,20130101,0,999999,30.40200000,1080,20140101,0.00000000
402,TAR05,20120222,0,999999,7.80000000,720,29991231,0.00000000
141,DAG01,20130917,0,999999,10.50000000,1440,20131015,0.00000000
2462,TER14,20131114,0,999999,4.00000000,1440,29991231,0.00000000
160,TAR01,20120423,0,999999,0.15833333,10,20130101,0.00000000
612,DAG01,20121025,0,999999,6.00000000,750,20130501,0.00000000
345,TAR02,20120925,0,999999,0.02590000,1,20130101,0.00000000
855,TAR04,20131219,0,999999,2.20000000,60,20131230,0.00000000
2062,GAR17,20131030,0,999999,5.00000000,1440,29991231,0.00000000
80,GAR03,20131126,0,999999,2.50000000,660,20140101,0.00000000
356,TAR05,20200301,90,999999,0.01666667,1,29991231,0.90000000
995,GAR02,20131009,0,999999,0.00000000,60,29991231,0.00000000
356,TAR01,20200301,0,999999,0.05333333,1,29991231,0.00000000
356,TAR05,20190201,90,999999,0.01666667,1,20200301,0.74999970
2449,GAR33,20131108,0,999999,0.03000000,1,29991231,0.00000000
119,GAR01,20131010,0,999999,1.35000000,60,29991231,0.00000000
377,TAR02,20140407,0,999999,0.03833333,1,20190101,0.00000000
2062,GAR22,20131104,0,999999,6.00000000,1020,20131105,0.00000000
202,TAR01,20120330,0,999999,0.60666667,14,20120402,0.00000000
203,DAG01,20120905,0,999999,3.00000000,720,29991231,0.00000000
34,34_WEEK2,20140101,0,999999,66.10000000,10800,29991231,0.00000000
377,DAG01,20120829,0,999999,15.00000000,840,20181224,0.00000000
2062,PR04,20131105,0,999999,4.50000000,1440,29991231,0.00000000
34,360300,20140801,0,999999,0.00000000,600,29991231,0.00000000
281,TAR05,20200101,0,999999,3.50000000,300,29991231,0.00000000
394,SCHIPHOL,20130625,0,999999,0.07000000,1,20130626,0.00000000
2460,GAR28,20131113,0,90,0.00000000,90,29991231,0.00000000
281,TAR03,20200101,0,999999,0.02500000,1,29991231,0.00000000
717,VRIJ,20121016,0,999999,0.00000000,1,29991231,0.00000000
281,TAR01,20200101,0,999999,0.04750000,1,29991231,0.00000000
203,TAR03,20120905,0,30,0.00500000,1,20120914,0.00000000
377,PR01,20150521,0,999999,0.00000000,1,20150522,0.00000000
622,TAR01,20131017,60,999999,2.00000000,60,20150101,2.50000000
14,TAR01,20120508,0,999999,0.44000000,12,20141022,0.00000000
14,TAR02,20120508,0,999999,0.30000000,12,20141022,0.00000000
14,TAR03,20141022,0,999999,0.00000000,1,29991231,0.00000000
2582,TER04,20200721,1440,2880,30.00000000,1440,29991231,38.00000000
2450,GAR01,20200721,0,12,0.00000000,12,29991231,0.00000000
2582,TER04,20200721,2880,4320,10.00000000,1440,29991231,68.00000000
622,TAR01,20131017,0,60,2.50000000,60,20150101,0.00000000
14,GAR03,20130916,0,999999,0.02500000,1,20141021,0.00000000
355,GAR06,20141105,0,999999,10.40000000,1440,29991231,0.00000000
855,TAR02,20131230,0,999999,0.03000000,1,20150101,0.00000000
34,36030,20190101,6,999999,0.02733333,1,29991231,0.42000000
777,DDAGKAART,20130716,0,999999,7.00000000,720,20150101,0.00000000
2582,TER02,20200721,120,999999,3.00000000,60,29991231,8.00000000
777,D,20130903,0,999999,0.18666667,8,20150101,0.00000000
2582,TER04,20200721,600,1440,16.00000000,840,29991231,22.00000000
202,TAR02,20140101,0,999999,0.11333333,4,20150101,0.00000000
281,DAG01,20180201,0,999999,8.40000000,1440,20200101,0.00000000
777,F,20130903,0,999999,0.18666667,8,20150101,0.00000000
345,GAR05,20141104,0,999999,6.00000000,1440,29991231,0.00000000
177,GAR01,20141203,0,999999,0.10000000,8,29991231,0.00000000
222,GAR05,20141203,0,999999,0.00000000,1,29991231,0.00000000
243,GAR02,20141126,0,30,1.00000000,30,29991231,0.00000000
243,TER02,20130930,0,999999,8.00000000,780,20141126,0.00000000
173,TAR05,20141216,0,999999,0.00000000,1,29991231,0.00000000
80,NULL,20181224,0,999999,0.00000000,1,29991231,0.00000000
2450,GAR01,20200721,12,999999,0.50000000,12,29991231,0.00000000
173,TAR02,20120717,0,999999,1.10000000,60,20130405,0.00000000
243,GAR02,20141126,30,999999,0.03333333,1,29991231,1.00000000
855,TAR03,20131031,0,999999,15.10000000,1020,20150101,0.00000000
289,TER01,20131001,0,999999,1.40000000,60,20141127,0.00000000
202,TAR01,20140101,0,999999,0.28000000,6,20150101,0.00000000
855,TAR01,20150101,0,999999,0.01666667,1,29991231,0.00000000
243,TER01,20130930,0,999999,0.80000000,30,20141126,0.00000000
377,TAR01,20140407,0,999999,0.02166667,1,20190101,0.00000000
355,GAR03,20131002,0,999999,9.00000000,720,20141201,0.00000000
355,GAR02,20131002,0,999999,4.00000000,720,20141201,0.00000000
855,TAR01,20131230,0,999999,0.09000000,6,20150101,0.00000000
855,TAR09,20131223,0,15,0.00000000,1,20150101,0.00000000
34,34_WEEK1,20150101,0,999999,14.00000000,10800,29991231,0.00000000
118,TER01,20131003,0,999999,0.50000000,20,20141203,0.00000000
243,GAR02,20130930,0,999999,1.01333333,32,20141126,0.00000000
173,TAR03,20120717,0,999999,4.00000000,720,20130405,0.00000000
355,GAR05,20141105,0,999999,1.00000000,31,29991231,0.00000000
14,GAR07,20200721,0,999999,1.50000000,60,29991231,0.00000000
173,TAR01,20120717,120,999999,0.80000000,60,20130405,2.40000000
173,TAR04,20120717,0,999999,2.20000000,720,20130405,0.00000000
202,GPTAR03,20141023,0,999999,0.40000000,10,20150101,0.00000000
2582,TER04,20200721,4320,999999,7.50000000,1440,29991231,78.00000000
855,TAR02,20150101,0,999999,0.03666667,1,29991231,0.00000000
855,TAR06,20140501,0,200,0.03000000,1,20150101,0.00000000
345,GAR03,20141104,0,999999,1.00000000,34,29991231,0.00000000
2450,GAR01,20130916,0,20,0.00000000,1,20200721,0.00000000
777,E,20130903,0,999999,0.18666667,8,20150101,0.00000000
2582,TER03,20200721,0,999999,45.00000000,1440,29991231,0.00000000
777,B,20130903,0,999999,0.18666667,7,20150101,0.00000000
243,TER04,20130930,0,999999,1.01333333,32,20141126,0.00000000
855,TAR09,20131223,15,999999,0.01500000,1,20150101,0.00000000
243,GAR01,20130930,0,999999,1.90000000,60,20141126,0.00000000
243,GAR04,20130930,0,999999,8.00000000,780,20141126,0.00000000
599,GAR05,20161031,0,999999,28.00000000,1440,20190605,0.00000000
17,TAR01,20120316,0,30,0.60000000,30,20141105,0.00000000
17,TAR01,20120316,30,999999,0.10000000,5,20141105,0.60000000
855,TAR06,20140501,200,999999,0.00000000,1,20150101,6.00000000
345,GAR06,20141104,0,999999,7.50000000,1440,29991231,0.00000000
855,TAR05,20131219,0,999999,0.50000000,60,20150101,0.00000000
281,DAG01,20200101,0,999999,9.00000000,1440,29991231,0.00000000
34,DAG02,20140101,0,999999,22.20000000,1020,20150101,0.00000000
518,GAR03,20141205,0,999999,1.00000000,16,20200722,0.00000000
363,363_GAR25,20150130,0,999999,24.50000000,1440,20200722,0.00000000
34,34_WEEK1,20140101,0,999999,27.00000000,10800,20150101,0.00000000
777,C,20130903,0,999999,0.18666667,7,20150101,0.00000000
177,GAR01,20131009,0,999999,0.75000000,60,20141203,0.00000000
363,363_GAR22,20150130,24,999999,1.00000000,25,20200722,1.00000000
173,TAR01,20120717,0,120,1.20000000,60,20130405,0.00000000
777,EDAGKAART,20130716,0,999999,7.00000000,540,20150101,0.00000000
345,GAR04,20141104,0,999999,1.00000000,30,29991231,0.00000000
114,TAR02,20151024,0,999999,0.03333333,1,20190101,0.00000000
164,TAR07,20120308,180,999999,1.60000000,60,20150101,4.80000060
164,TAR11,20150101,0,999999,0.03166667,1,29991231,0.00000000
164,TAR13,20150102,0,999999,7.60000000,1440,29991231,0.00000000
164,TAR10,20150101,0,999999,0.03000000,1,29991231,0.00000000
164,TAR07,20120308,0,180,0.02666667,1,20150101,0.00000000
164,DAG02,20130101,0,999999,6.40000000,2880,20150101,0.00000000
164,TAR12,20150102,0,180,0.03166667,1,29991231,0.00000000
153,TAR5,20140501,600,999999,0.00000000,1,20141216,25.00000200
153,TAR1,20140106,300,999999,0.00000000,1,20150101,12.50000100
164,TAR12,20150102,180,999999,1.90000000,60,29991231,5.70000060
153,TAR5,20140501,0,600,0.04166667,1,20141216,0.00000000
164,TAR04,20120214,0,999999,0.02666667,1,20150101,0.00000000
164,TAR06,20130101,0,999999,6.40000000,1440,20150101,0.00000000
153,TAR1,20140106,0,300,0.04166667,1,20150101,0.00000000
164,TAR02,20120214,0,999999,0.02666667,1,20150101,0.00000000
90,TAR01,20140121,0,999999,0.02333333,1,20150113,0.00000000
537,TAR02,20150101,0,999999,0.03333333,1,29991231,0.00000000
537,DAG01,20140101,0,999999,6.00000000,660,20150101,0.00000000
537,TAR01,20140101,0,999999,0.02666667,1,20150101,0.00000000
537,KW02,20200801,0,999999,0.05000000,1,29991231,0.00000000
622,TAR03,20150101,0,999999,0.03666667,1,29991231,0.00000000
599,GAR03,20131011,52,999999,0.50000000,26,20141208,1.00000000
599,GAR12,20140101,0,999999,17.00000000,1440,29991231,0.00000000
599,GAR01,20131011,0,45,2.00000000,45,20140101,0.00000000
599,GAR02,20131011,0,45,1.50000000,45,20140101,0.00000000
599,GAR02,20131011,45,999999,1.00000000,30,20140101,1.50000000
599,GAR11,20131016,90,142,1.00000000,52,20140101,0.00000000
599,GAR10,20131016,0,999999,0.50000000,26,20140101,0.00000000
599,GAR10,20140101,0,999999,0.50000000,25,29991231,0.00000000
599,TER01,20140101,0,999999,0.50000000,18,29991231,0.00000000
599,GAR11,20140101,0,51,1.00000000,51,29991231,0.00000000
599,TER02,20140101,0,999999,17.00000000,1440,29991231,0.00000000
599,GAR11,20140101,51,999999,0.50000000,25,29991231,1.00000000
599,GAR11,20131016,0,90,0.00000000,90,20140101,0.00000000
599,TER01,20131011,0,999999,0.50000000,19,20140101,0.00000000
599,GAR01,20131011,45,999999,1.00000000,22,20140101,2.00000000
599,GAR06,20131011,0,999999,20.00000000,1440,20140101,0.00000000
599,GAR06,20140101,0,999999,21.00000000,1440,29991231,0.00000000
599,GAR11,20131016,142,999999,0.50000000,26,20140101,1.00000000
599,GAR03,20131011,0,52,1.00000000,52,20141208,0.00000000
599,TER02,20131011,0,999999,16.00000000,1440,20140101,0.00000000
153,TAR5,20141216,300,999999,0.00000000,1,20150101,12.50000100
153,TAR3,20140106,30,999999,0.00000000,1,20150101,1.25000010
153,TAR3,20140106,0,30,0.04166667,1,20150101,0.00000000
153,TAR2,20140106,120,999999,0.00000000,1,20150101,5.00000040
153,TAR5,20141216,0,300,0.04166667,1,20150101,0.00000000
153,TAR4,20140106,0,300,0.04166667,1,20150101,0.00000000
153,TAR2,20140106,0,120,0.04166667,1,20150101,0.00000000
153,TAR4,20140106,300,999999,0.00000000,1,20150101,12.50000100
114,TAR01,20151024,0,999999,0.03333333,1,20190101,0.00000000
612,GAR01,20131010,1,120,0.10000000,1,20141209,1.10000000
612,GAR02,20131010,0,999999,1.70000000,540,20141209,0.00000000
715,GAR01,20131010,0,15,0.00000000,15,20141211,0.00000000
281,TAR04,20200101,0,999999,0.01500000,1,29991231,0.00000000
281,TAR01,20190101,0,999999,0.03083333,1,20200101,0.00000000
599,TAR05,20150330,0,30,0.10000000,30,20190101,0.00000000
715,GAR01,20131010,15,999999,0.13000000,6,20141211,0.00000000
606,GAR01,20131010,0,999999,1.80000000,60,20141209,0.00000000
612,GAR01,20131010,120,999999,0.85000000,60,20141209,13.00000000
637,TAR03,20131024,0,999999,6.00000000,540,20141024,0.00000000
612,GAR01,20131010,0,1,1.10000000,1,20141209,0.00000000
748,GAR01,20131022,0,999999,0.20000000,11,20141112,0.00000000
983,TAR02,20180101,0,999999,0.04000000,1,20190101,0.00000000
748,GAR02,20131022,0,999999,9.00000000,1440,20141112,0.00000000
599,TAR01,20170110,0,32,0.53333333,8,20190101,0.00000000
748,TER01,20131022,0,999999,0.20000000,11,20141112,0.00000000
748,TER02,20131022,0,999999,9.00000000,1440,20141112,0.00000000
599,TAR01,20170110,32,60,0.46666667,7,20190101,2.13333332
394,HFD_ZONEB,20150114,120,240,0.03000000,1,29991231,1.95000000
394,HFD_ZONEB,20131001,240,300,0.03413000,1,20150114,5.05494000
599,TAR03,20130101,0,999999,0.50000000,18,20190101,0.00000000
394,HFD_ZONEB,20131001,60,120,0.01821500,1,20150114,0.68340000
394,NVP_CENTR,20130625,60,120,0.01912000,1,20150114,0.88890000
394,HFD_ZONEB,20150114,360,420,0.05083333,1,29991231,10.20000000
394,HFD_ZONEA,20130626,240,360,0.06849300,1,20150114,10.38894000
